Item ID,Title/Description,Idioma
ITEM-37002,"Macro-Financial Policymaking in Emerging Markets Columbia University School of International and Public Affairs (SIPA) and the Inter-American Development Bank (IDB) have developed a course on macro-financial policymaking in emerging markets.The goal of this executive training program is to help world practitioners design and implement macroeconomic and financial policies in a cohesive and comprehensive fashion based on state-of-the-art emerging-market knowledge.
This program is designed for the experienced global policymaker from Emerging Market governments as well as international financial institutions.  It covers macro-financial analytical issues and provides quantitative tools such as growth vulnerability to external factors, international liquidity and vulnerability to financial crises, fiscal vulnerability to Sudden Stops and banking stress tests.",Ingles 
ITEM-37003,"Big Data for StrategicLeadership Convertir una organización en Data Driven y empezar a trabajar en un entorno Big Data (utilizando diferentes tipos de fuentes de datos y grandes volúmenes,, en tiempo real, aplicando analíticas avanzadas y predictivas) empieza por comprender las nuevas oportunidades que conlleva.

El programa está diseñado para directivos y especialistas del BID que tienen responsabilidad por la conducción estratégica de sus áreas de negocio y/o que brindan asesoría a los clientes del Banco en LAC, y que están interesados en ampliar sus capacidades analíticas, más allá del Business Intelligence, y en mejorar sus habilidades de toma de decisiones basadas en datos de forma práctica.",Español 
ITEM-38001,"Entrenamiento Gestión de Proyectos Entrenamientos gestión de Proyectos, talleres de planificación...",Español 
ITEM-38002,"Data Analytics Intermediate Workshop Data Society provides a comprehensive suite of conceptual and technical data science workshops for executives and analysts. Clients learn by applying data science methods to real world situations and data sets from a variety of domains, which improves retention and makes them more versatile leaders and analysts.",Ingles 
ITEM-38003,"Public-Private Partnerships and Concessions: Design, implementation and Challenges The overall global experience with PPPs has had mixed reviews, suggesting that it is the time to take stock and answer the following essential questions: Under what conditions are PPPs preferable when compared to traditional public investment projects or to privatization? And when a government decides to use a PPP, how should the contract be designed, and what should be the institutional framework for PPPs?

We will address these issues in this course. During the process of answering these questions, we will make use of a diverse range of concepts and knowledge in economics, including decision-making under uncertainty, public finance, contract theory, agency theory, and political economy. We will study specific experiences related to PPPs, with focus on Latin American and Caribbean cases.

The course is structured based on the book “The Economics of Public-Private Partnerships: A Basic Guide” (Cambridge University Press, 2014), written by Eduardo Engel, Ronald Fischer and Alexander Galetovic. Each student will receive a copy of this and other relevant publications at the beginning of the course.",Ingles 
ITEM-39001,"Interviewing Essentials Webinar-Spanish   or Estrategias para entrevistas            El objetivo de esta sesión es enseñar a los participantes como prepararse para entrevistas, estilos, preguntas típicas y respuestas, al igual que preguntas que tendrían que hacer, y como serán evaluados.",Español 
ITEM-40001,"Interviewing Essentials Webinar-Spanish El objetivo de esta sesión es enseñar a los participantes como prepararse para entrevistas, estilos, preguntas típicas y respuestas, al igual que preguntas que tendrían que hacer, y como serán evaluados.",Español 
ITEM-4001,"Managing Teams and Leading People With the objective of addressing the results of the 360 Leadership Assessment, this program aims at supporting IDB Leaders to develop people and strengthen teams to deliver results through strengthening individual self-awareness, optimizing team effectiveness and sustaining a focus on results. The program is highly interactive with a focus on practice through experiential activities and roles play, individual reflection and group discussions.",Ingles 
ITEM-4003,"Working Mama 2018 Coaching groups for women organizational executives who, as parents, seek their own answers to today's headline-inspiring questions around how to optimally align one's professional and personal aspirations.",Ingles 
ITEM-4005,"Negotiation & Conflict Management Program Level 1 Negotiation & Conflict Management Level I Spanish Session
Description:
Every day we face situations that involve negotiation. The ability to use win-win negotiation skills becomes essential to influencing people and facilitating productive relationships, which makes all the difference to professional success.
Objectives:
This 2-day workshop is exclusively designed for IDBG Staff. The main purpose of this training is for participants to gain negotiation skills to use in a professional and personal life in the context of our organization and also, to acquire practical skills and a strategic framework to conduct negotiations with creativity and efficacy.
Core Competencies:
Collaboration, Teamwork and Inclusion | Communication and influence | Client Focus
Eligibility and Requirements:
IBD Staff in Technical Track (Grades 9 to 1) IBD Invest Staff in Technical Track (Levels B, C, D, E)  IDB and IDB Invest DTCs*
* A very strong business case explaining why this training is relevant and necessary to the nominee’s current work will be required since training for consultants is handle on an exceptional basis.
Tuition Cost:
Full tuition $1,300 per participant.
IDB Staff & YP: $ 600
DTCs, Research Fellows, OVE, MEC, MIF, EXD, SRE, APO, Secondees, TFA and IDB Invest: $1,300",Ingles 
ITEM-4006,Develop your Career Path Workshop Learn how to create your personal career development path.  Understand the importance of self-assessment and exploration of the world of work in order to make effective career decisions.,Ingles 
ITEM-4008,"CLIP Comprehensive Learning and Innovation Program The CLIP provides participants (HQ and COFs) with techniques that help them strengthen their core competencies and become more efficient and productive at their workplace. During the program, participants go through a series of discussions, role-plays and hands on activities.

The Program is offered in a two-day format in Ashburn VA. 

Eligibility and Requirements:
IDB Staff in Support Track 
IBD Invest Staff in Business Support Track 
IDB and IDB Invest DTCs*
* A very strong business case explaining why this training is relevant and necessary to the nominee’s current work will be required since training for consultants is handle on an exceptional basis.
Tuition Cost:
IDB Staff & YP: $600
DTCs, Research Fellows, OVE, MEC, MIF, EXD, SRE, APO, Secondees, TFA and IDB Invest: $1300

•	The tuition cost is charged to the Organizational Unit upon participant’s registration.
	Transportation from and to HQ will be provided to participants.
	HRD does not cover travel expenses for this program. Travel, lodging, and incidentals cost for COF staff must be covered by their Organizational Unit.
	Maximum 25 participants per group.
	Slots are filled on a first come, first served basis.
	Priority will be given to staff.",Ingles 
ITEM-4009,"Closing ""Celebrations"" of 2017 IDB Group Mentoring Program These sessions are offered for participants in the 2017 IDB Group Mentoring Program as an opportunity for participants to reflect on accomplishments of the past six months and to thank mentors for their contributions. Awards will also be given at these sessions to Outstanding Mentors of 2017.",Ingles 
ITEM-4010,"Living Our Values at Work (LOV) This one-day, hands-on workshop enhances collaboration and teamwork, and increases awareness of our institutional values as well as personal values and diversity. It will provide you with tools and resources to facilitate your continuous engagement with each other in a collaborative and respectful manner, consistent with our IDBG core values. It is presented by the Human Resources Department, the Office of Ethics, and the Office of the Ombudsperson.",Ingles 
ITEM-41001,"Asociaciones Público Privadas y Concesiones: Diseño, Implementación y Desafíos Profundizar en la temática de APP’s en sus diversas áreas a lo largo del ciclo de proyecto hasta su implementación y seguimiento. Esto va acompañado de una serie de actividades y presentación de proyectos reales y casos de estudio y análisis",Español 
ITEM-41002,Asamblea de Gobernadores de CID TBD,Español 
ITEM-41003,"PrintBID Training by Canon We are scheduling this training session on the new PrintBid Dashboard by Canon, which will allow you access to your Department’s data on Canon printers, print shop and mail room. In this 30 minute training, we take a deep dive and explore all the self-service power that users have to review Fleet Management Department utilization.",Ingles 
ITEM-43001,Gestión de Proyectos de Desarrollo MOOC Gestión de Proyectos de Desarrollo,Español 
ITEM-43003,"Lecciones Aprendidas para Actualización del Documento del Marco Sectorial de Seguridad Alimentaria Este taller tiene como objetivo intercambiar experiencias y conocimientos, con el fin de identificar y validar lecciones aprendidas (del diseño, ejecución y evaluación de proyectos), relevantes para la actualización del capítulo 4 del Documento del Marco Sectorial de Seguridad Alimentaria.",Español 
ITEM-44001,Training for the New KNL Platform Training for KNL corporate team regarding the new platform,Ingles 
ITEM-45001,"Uso de Recursos de la Comisión Europea en Proyectos de Desarrollo: Visión General En el BID contamos con la posibilidad de financiar o co-financiar proyectos específicos con recursos de la Comisión Europea. En este curso, mostraremos el proceso para la gestión de proyectos que usen estos recursos. Esta versión está dirigida a Representantes, Jefes de Operaciones y el personal general del Banco, por lo que se presenta la visión general del proceso. Está disponible otro curso con información detallada, dirigido a los equipos de proyectos.",Español 
ITEM-46001,Monitoreo de las Operaciones de Cooperación Técnica Este curso te permitirá conocer la información que necesitas para preparar el informe de progreso de una operación de cooperación técnica financiada con recursos administrados por el BID.  Encontrarás cinco lecciones breves en las que conocerás desde las características de las operaciones de cooperación técnica hasta los componentes de la matriz de resultados y algunas buenas prácticas que podrás aplicar cuando ingreses el progreso de tu operación en Convergencia.,Español 
ITEM-46002,Monitoring of Technical Cooperation Operations This course will allow you to know the information you need to prepare the progress report of a technical cooperation operation financed with resources administered by the IDB. You will find five short lessons in which you will know from the characteristics of the technical cooperation operations to the components of the results matrix and some good practices that you can apply when you enter the progress of your operation in Convergence.,Ingles 
ITEM-47002,"Diálogo con Expertos para la Actualización del Marco Sectorial de Seguridad Alimentaria Intercambiar conocimientos y experiencias entre expertos externos y especialistas del Banco, para recibir insumos para la actualización del Documento del Marco Sectorial de Seguridad Alimentaria",Español 
ITEM-48001,Policies related to IDB Invest’s Financial Risk Management Announcement of new approved set of policies related to IDB Invest’s Financial Risk Management,Ingles 
ITEM-49001,"Ask the Experts - Completing and Submitting Annual Donor Reports in Convergence Are you or someone you are supporting responsible for submitting an annual donor report in Convergence? If so, don’t miss this opportunity to receive support from ORP/GCM experts and to resolve any questions you may have related to the 2017 donor reporting exercise. Coffee and cookies will be served!",Ingles 
ITEM-50001,Acces to Jobs day: AI & machine learning To learn how technology can imporve job matching systems,Ingles 
ITEM-5002,"Performance Management and CareerPoint Performance management is an ongoing, process of communicating and clarifying job responsibilities, priorities and performance expectations. It helps to ensure mutual understanding between supervisor and employee, and to promote a results-based culture.  It follows good management practice in which continual coaching, feedback, and communication are integral to success. The learning objectives for the course are: (i) Understand the Employee Performance Management process, (ii) learn how to use the CareerPoint system for performance reviews and goal setting, and (iii) use feedback to improve performance.",Ingles 
ITEM-51001,"Uso de Recursos de la Comisión Europea en Proyectos de Desarrollo: Para Equipos de Proyectos En el BID contamos con la posibilidad de financiar o co-financiar proyectos específicos con recursos de la Comisión Europea. A lo largo de este curso, mostraremos el proceso para la gestión de proyectos que usen estos recursos. Esta versión está dirigida a los equipos de proyectos, por lo que se presentan los detalles del la gestión. Está disponible otro curso con la visión general.",Español 
ITEM-51002,Bloguear o No Bloguear Se explicarán los conceptos básicos de los blogs del BID y los participantes podrán escribir y compartir sus blogs para que sean revisados y discutidos con el grupo.,Español 
ITEM-53001,"Data Society’s online offering for analysts translates the in-personworkshops into comprehensive lea Data Society’s online offering for analysts translates the in-person workshops into comprehensive learning modules that students can take at their own pace. Students can watch instructional videos, complete practical exercises, take assessments to earn a certificate, and build a porbolio of data science projects. The program uses only real world data sets and incorporates data cleaning in every module in order to give students a real world experience of executing a data science project or
building a predictive model from end-to-end. Students learn not only the theory behind the methods, they also learn how the algorithms work, why they work and in which situations to apply them.",Ingles 
ITEM-54001,VPC Strategy Workshop To take stock on Accomplishments of 2017 and extract Lessons Learned,Ingles 
ITEM-54002,Finding Your Next Job Webinar- Spanish / Estrategias de búsqueda de trabajo El objetivo de esta sesión es que lo participantes aprendan diferentes métodos de búsqueda de trabajo desde el muy tradicional hasta no tan tradicional. Los participantes también aprenderán  a identificar  las herramientas básicas y necesarias para tener éxito en la búsqueda de trabajo.,Español 
ITEM-55001,"Living our Values at Work  (LOV) The Living Our Values at Work program is designed to foster a respectful and inclusive work environment. This interactive workshop will encourage teamwork and inclusion and provide participants with concrete tips on working with respect, speaking up and managing conflict.",Ingles 
ITEM-56001,"Introduction to ezShare In this course you will understand the basic concepts and benefits of ezShare, the new IDB Group Document Repository, its collaboration features and working tools.",Ingles 
ITEM-56002,Introducción a ezShare  Comprender los conceptos y beneficios de ezShare como repositorio de documentos del Grupo BID. Sus funcionalidades de colaboración y herramientas de trabajo.,Español 
ITEM-56003,Gobernanza y priorización del gasto en salud ,Español 
ITEM-57001,"ezShare: Step by Step In this course you will find the detail explanation of the main processes in ezShare such as: How to upload, check in, check out, see version history, send, delete, search and finalize documents.",Ingles 
ITEM-57002,"ezShare: Paso a Paso En este curso encontrará las explicaciones detalladas de los principales procesos en ezShare: cómo subir documentos, check in, check out, ver historial, enviar, borrar, buscar y finalizar documentos.",Español 
ITEM-57003,"Lead the way: Improving contract award registration At the end of this training you will be able to:

-Explain the importance of the contract information that is registered in the Procurement Information System (PRISM).
-Apply the different procedures available in the Procurement Information System (PRISM).",Ingles 
ITEM-57004,"Guía el camino: Mejorando el registro de información de contratos Al finalizar este curso usted podrá: 

-Explicar la importancia de la información de contratos que se registra en el Sistema de Información de Adquisiciones. (PRISM)
-Aplicar los diferentes procedimientos disponibles en el Sistema de Información de Adquisiciones. (PRISM)",Español 
ITEM-57005,"Investment Loan Contract for Sovereign Guaranteed Operations This course was designed for external audiences and it is available on Moodle. To register and access its content and resources, please use the following link:

https://cursos.iadb.org/en/indes/contrato-prestamo-inversion-operaciones-garantia-soberana-financiadas


The course: ""Investment Loan Contract for Sovereign Guaranteed Operations Chargeable to the Ordinary Capital Resources"" includes 4 modules: Contract overview, financial aspects of the loan, operational characteristics of the project, and applicable provisions common to all projects.",Ingles 
ITEM-57006,"Contrato de Préstamo de Inversión para Operaciones con Garantía Soberana Este curso va dirigido a audiencias externas y se realiza en Moodle. Para ver todos los detalles y registrarse, por favor visitar el siguiente enlace: 

https://cursos.iadb.org/es/indes/contrato-prestamo-inversion-operaciones-garantia-soberana-financiadas

Clave de acceso: LEG-CC1-2017

El curso ""Contrato de Préstamo de Inversión para Operaciones con Garantía Soberana Financiadas con Recursos del Capital Ordinario"" comprende cuatro módulos, que incluyen aspectos generales del contrato, aspectos financieros del préstamo, aspectos operativos del proyecto y temas de aplicación uniforme a todos los préstamos para operaciones de préstamo para inversión.",Ingles 
ITEM-58001,"Oportunidades de Co-Financiamiento para INE Especialistas de INE y de ORP discutirán las opciones de co-financiamiento más relevantes para nuestras operaciones de préstamo: JICA, Fonprode, Unión Europea, Facilidad Coreana de Infraestructura, Green Climate Fund y Global Environment Facility. 

El cofinanciamiento de proyectos es un mecanismo esencial para llevar adelante operaciones y cooperaciones técnicas de infraestructura. Para asegurar el acceso y uso eficiente a fuentes de cofinanciaimento, esta sesión se centrará en actualizar el conocimiento de los especialistas sobre los criterios de elegibilidad, los procedimientos necesarios y los fondos disponibles para INE.  Especialistas de ORP e INE presentarán la disponibilidad de fondos y su procedencia, asi como experiencias exitosas de proyectos cofinanciados. La sesión brindará informacion sobre JICA, Fonprode, Unión Europea, Facilidaa Coreana de Infraestructura, Green Climate Fund y Global Environement Facility.",Español 
ITEM-59001,"Movilidad Laboral, transferencia tecnológica y desempeño de firmas en Perú ",Español 
ITEM-60001,"Comprehensive Learning and Innovation Program (CLIP) Skills for Success for COF Spanish Recommended for advanced CLIP alumni, the Skills for Success will guide participants through a highly interactive program designed to strengthen skills to communicate with diplomacy and tact, build consensus and build team member engagement. The Program powers participants to move out of their comfort zone as they reach for and attain ambitious goals. For COFs, the Program is offered in Spanish and English via video conference in the following six half-day modules. •	The tuition cost is charged to the Organizational Unit upon participant’s registration.
	Transportation from and to HQ will be provided to participants.
	HRD does not cover travel expenses for this program. Travel, lodging, and incidentals cost for COF staff must be covered by their Organizational Unit.
	Maximum 25 participants per group.
	Slots are filled on a first come, first served basis.
	Priority will be given to staff",Ingles 
ITEM-60002,Blockchain in Public Procurement The Case of the General Service Administration (GSA) with Jose Arrieta,Ingles 
ITEM-6001,"CLIP Skills for Success - Comprehensive Learning and Innovation Program The Skills for Success will guide participants through a highly interactive program designed to strengthen skills to communicate with diplomacy and tact, build consensus and build team member engagement. The Program powers participants to move out of their comfort zone as they reach for and attain ambitious goals.


Build greater self-confidence
Strengthen people skills
Enhance communication skills
Reduce stress and improve our attitude

	Collaboration, teamwork, and inclusion.
	Communication and influence.
	Innovation and creativity.

Eligibility and Requirements:
IDB Staff in Support Track 
IBD Invest Staff in Business Support Track 
IDB and IDB Invest DTCs*
* A very strong business case explaining why this training is relevant and necessary to the nominee’s current work will be required since training for consultants is handle on an exceptional basis.
Tuition Cost:
IDB Staff & YP: $600
DTCs, Research Fellows, OVE, MEC, MIF, EXD, SRE, APO, Secondees, TFA and IDB Invest: $1300

•	The tuition cost is charged to the Organizational Unit upon participant’s registration.
	Transportation from and to HQ will be provided to participants.
	HRD does not cover travel expenses for this program. Travel, lodging, and incidentals cost for COF staff must be covered by their Organizational Unit.
	Maximum 25 participants per group.
	Slots are filled on a first come, first served basis.
	Priority will be given to staff.",Ingles 
ITEM-61001,Future of Power Systems: Renewable Base Load and System Flexibility ,Ingles 
ITEM-61003,"Organización y gobernanza de los institutos públicos de investigación orientados a una misión Análisis de casos en Nueva Zelanda, Colombia, Uruguay y Chile",Español 
ITEM-62001,Diversity Cafe Learn what diversity in the workplace is and how to build an inclusive environment; develop your cultural competence and understand diversity related conflict.,Ingles 
ITEM-62002,Harvard ManageMentor - Diversity Learn what diversity in the workplace is and how to build an inclusive environment; develop your cultural competence and understand diversity related conflict.,Ingles 
ITEM-63002,"Seminario de Orientación Institucional para Nuevo Staff del BID El Seminario de Orientación Institucional ONBoard@IDB es uno de los componentes del Programa de On-Boarding para nuevo staff del BID, que se complementa con otras intervenciones virtuales y presenciales, y que tiene como finalidad facilitar su proceso de incorporación al Banco y acortar su curva de aprendizaje a fin de optimizar su contribución a la organización. 
Los objetivos de este evento son los siguientes: proporcionar una visión general de la misión, objetivos y organización del BID, así como de aspectos clave de la gestión de operaciones, del conocimiento y de los recursos humanos; y generar un espacio de encuentro e interacción entre nuevos empleados, directivos y expertos del BID que propicie el intercambio de conocimientos y experiencias, así como el apoyo, la colaboración y el trabajo en equipo entre empleados.",Español 
ITEM-63003,"Taller Fundamentos de las Operaciones con Garantía Soberana Este taller introductorio tiene como finalidad proveer conocimientos y herramientas básicas que todo personal que empieza a trabajar en el área operativa del Banco, o que por la naturaleza de su función interactúa de alguna manera con ella, necesita saber.
Después de asistir al taller el empleado tendrá una visión general de aspectos clave elementales en la gestión integral de las operaciones con garantía soberana del Banco. Así mismo, en el taller tendrá la oportunidad de compartir con colegas afines sus inquietudes e intereses, generando así una red de colaboración y apoyo.",Español 
ITEM-64001,TR45 Finance Leadership 2017-2019 Program ,Ingles 
ITEM-64002,"Soluciones para el Financiamiento Privado de Infraestructura en Brasil El BID y el WEF (World Economic Forum) elaboran estudios para apoyar el desarrollo de la infraestructura en Brasil mediante alternativas de financiación privada. Durante esta sesión se compartirá el “Reporte de Soluciones para el Financiamiento Privado de Infraestructura en Brasil”, que fuera elaborado por Lara Fenolio y Carlos Mellis. Dicho reporte incluye recomendaciones para mejorarr los instrumentos de financiamiento de la infraestructura en el país.",Español 
ITEM-65001,Finance Women Leadership Program ,Ingles 
ITEM-65002,Kickoff Ejecución Digital Sesión de cierre de los talleres digitales para revisar productos y planes de acción,Español 
ITEM-66001,Notification Test - Do Not Use ,Ingles 
ITEM-68001,"BBL: Digital Identity featuring Mariana Dahan of the World Identity Network The Context:

•	Extensive use of mobile devices in the developing world, combined with the proliferation of low-cost biometrics, offer ubiquitous and simple means for capturing personal ID that can reach far more people, as well as and new, more efficient ways for government and business to reach and serve the populations who lack a digital ID.
•	Advances in distributed secure networks, plus the emergence of artificial intelligence (AI), are creating new models for conceptualizing and designing ID systems. Distributed ledger technologies (DLT) and solutions such as Blockchain are the next frontier for identity access and management.    
•	Market consolidation of established players and emergence of new and innovative start-ups and alliances/consortia in the DLT and blockchain space are contributing to growing a $100 B+ ecosystem by 2022.

The Challenges:

•	Lack of global awareness and understanding of digital identification systems, of challenges and approaches needed to solve the complex issues at hand.
•	The fast evolving Blockchain and DLT ecosystem is still an unchartered territory, with a myriad of players that are heterogeneous in their conceptual approach and quality of delivery on the ground.
•	Even when there is vision and willingness to implement a comprehensive ID solution at national or regional scale, resources are scarce and there is little understanding of various funding mechanisms available.",Ingles 
ITEM-68002,"TEDx INCAE Costa Rica Exchanging knowledge and personal experiences at TEDx INCAE Costa Rica. During this one day event, all speakers would have the opportunity to share their experiences and best practices of some business truth. This year, as part of IDB’s 100% Committed to Gender Equality Campaign, three IDB officials would participate at TEDx INCAE Costa Rica to “Braking Paradigms” edition, by sharing their personal experience and learning from other exponents how to overcome challenges and find new opportunities.",Ingles 
ITEM-68003,"Meeting Planner Al finalizar el entrenamiento los participantes serán capaces de manejar el nuevo sistema ""meeting planner"" para agendar reuniones.
Para mayor información sobre esta capacitación, favor contactar a Monica Riano (monicari@iadb.org).",Español 
ITEM-68005,"La nueva economía digital en América Latina y el Caribe ¡La revolución tecnológica ha llegado para quedarse! Y, con ella, una nueva economía digital. ¡Inscríbete en el curso para conocer los impactos y las oportunidades que los avances tecnológicos están generando en América Latina y el Caribe! https://www.edx.org/es/course/la-nueva-economia-digital-en-america-idbx-idb33x",Español 
ITEM-68006,"Data Science Academy Online Training Data Society’s online offering for leaders translates the in-person workshops into comprehensive learning modules that students can take at their own pace. Students can watch instructional videos, complete quizzes for reinforcement, and map out data science strategies to solve problems in a data-driven way and manage data projects successfully. The program uses only real-world case studies of managing a data science project or building the best data-driven strategy on a company-wide scale.",Ingles 
ITEM-68007,Taller Virtual de Lineamientos LMK ,Español 
ITEM-69001,"Selection / Contracting of Firms for Bank-Executed Operational Work (BEO): Basic Course At the end of this course, the participant will be able to: (i) Describe what is procurement and explain why it is a strategic function that contributes to the Bank’s agenda; (ii) Explain the Pre-conditions to initiate a procurement process; (iii) Explain how the Bank does procurement; (iv) Explain the scope and list some highlights of Policy GN-2765-1;  (v) Describe the governance and the roles and responsibilities of those involved in the selection and contracting of consulting firms; (vi) Compare the three methods indicated in the policy to select Consulting Firms; and, (vii) Decide when to use a Lump Sum Contract or a Framework Agreement among other subjects.",Ingles 
ITEM-69002,"Selección / Contratación de Firmas para el Trabajo Ejecutado por el Banco (BEO): Curso Básico Al finalizar el curso los participantes serán capaces de: (i) Explicar la función de adquisiciones y el porqué es una función estratégica que contribuye a la agenda del Banco; (ii) Explicar las precondiciones para iniciar un proceso de adquisiciones; (iii) Explicar cómo el Banco gestiona las adquisiciones; (iv) Describir algunos de los aspectos más importantes de la política GN-2765-1 y explicar su alcance; (v) Describir los roles y responsabilidades de los actores involucrados en la selección y contratación de firmas consultoras; (vi) Comparar los tres métodos para la seleccion de firmas consultoras contenidos en la política; y, (vii) Decidir cuándo usar un contrato de suma alzada o un acuerdo marco, entre otros temas.",Español 
ITEM-70001,"Selection / Contracting of Firms for Bank-Executed Work (BEO): Project Team Leaders The Selection and Contracting of Consulting Firms for Bank Executed Operational Work (BEO) is based on a descentralized structure, where Hiring Units throughout the Bank conduct their respective selection and contracting processes and are responsible for drafting, awarding, and supervising the ensuing contracts. This process is led by the Project Team Leader (PTL). At the end of course PTLs will have gained knowledge on: (i) how to deal with protests; (ii) when to go to OCSU, Office of Institutional Integrity (OII), Office of Ethics, Office of Risk Management (RMG); (iii) what to include in the contracts; and (iv) how to mitigate risks, among other issues.",Ingles 
ITEM-70002,"Selección / Contratación de Firmas para Trabajo Ejecutado por el Banco (BEO): Jefe de Equipo La Selección y Contratación de Firmas Consultoras para el Trabajo Operativo Ejecutado por el Banco (BEO) se basa en una estructura descentralizada donde las Unidades Contratantes del Banco llevan a cabo sus respectivos procesos de seleccion y contratacion al tiempo que son responsables de la preparacion, asignación y supervisión de los respectivos contratos. Este proceso es liderado por el Jefe de Equipo de Proyecto (PTL). Al final de este curso los PTLs se habran familiarizado sobre cómo: (i) Tratar protestas de Firmas; (ii) cuándo y para qué recurrir a OCSU, Oficina de Integridad Institucional (OII), Oficina de Etica, Oficina de Control de Riesgo (RMG); (iii) Qué incluir en un contrato; y (iv) Cómo mitigar riesgos entre otros aspectos.",Español 
ITEM-70003,"Mango Languages Mango is a fun-infused way to learn a new language through conversations and films. It is organized, practical, and totally painless. And the most important part? It actually works. You can learn to speak a new language and meet new cultures through cool experiences like overhearing a conversation between native speakers, watching a suspense-ridden action flick, or learning how to order food in another language.

TUITION COST:
IDB Staff and DTCs: Free
IDB Invest: Free up to 100 licenses and $100 per each additional license.

Important: For DTCs, a very strong business case explaining why this training is relevant and necessary to the nominee’s current work will be required. Click on the title (Mango Languages) for further information.",Ingles 
ITEM-70004,"ESG Talleres Sectoriales Los objetivos del taller son: 
•	fortalecer el conocimiento de los especialistas sectoriales sobre las políticas de salvaguardias sociales y ambientales; 
•	intercambiar experiencias sobre los principales desafíos recurrentes, respecto el cumplimiento de las salvaguardias, que enfrentan los equipos durante el ciclo de proyectos; e 
•	incentivar una relación de confianza entre los equipos de ESG y sectores",Español 
ITEM-7001,"A Cutting Edge of Development Thinking Failed states like Somalia. Stagnant middle-income Latin American countries. Emerging African economies.

These (and many other parts of the world) are stark examples of a single truth: The world of development practice has become increasingly complex as practitioners are forced to explain extreme differences in growth patterns and possibilities.

At the same time, growth itself has become an inadequate goal to many—acceptable only if it is both sustainable and inclusive. Development paradigms are constantly shifting. And while these models try to make sense of this evolving landscape, most never seem to generate solutions for the pressing challenges of today.",Ingles 
ITEM-7002,"Digital Transformation in Government: Innovating Public Policy & Service The digital tools available to large organizations today are often inferior and harder to use than those available over the web at home. Besides damaging citizens’ confidence in government, this reality can also be demoralizing to employees who feel hamstrung and unproductive.

This is just one of the numerous challenges public agencies confront in a society and economy undergoing a digital transformation. Our new digital era requires a fundamental shift in mindsets and a change in how we live and think.

Since technology is essential to the functioning of government agencies, they must adapt to this evolving environment. That means moving away from conceptual frameworks, organizational models and programs developed decades ago. Instead, they must focus on understanding how digital technology can enhance their operational and policy work. Doing so can lead to success, while failing to do so can lead to debacles like healthcare.gov.",Ingles 
ITEM-7003,"Infrastructure in a Market Economy: Public-Private Partnerships in a Changing World When it comes to providing citizens with essential infrastructure, leaders are no longer limited to choosing public versus private sector solutions. Indeed, the trend has been developing new public-private partnership models that successfully combine the relative strengths of both sectors while avoiding the mistakes of the past. Yet what issues and challenges does this approach produce?

Infrastructure in a Market Economy will help senior decision-makers like you address critical questions about public-private partnerships in infrastructure. The executive education program will show how collaboration between the two sectors can lead to successful outcomes. Bringing together senior-level officials from the public, corporate and nonprofit sectors, this intensive two-week program examines lessons learned and best practices from public-private infrastructure development projects around the world.",Ingles 
ITEM-7005,Develop Your Career Path Webinar - English Learn how to create your personal career development path.  Understand the importance of self-assessment and exploration of the world of work in order to make effective career decisions.,Ingles 
ITEM-7006,Develop your Career Path Webinar - Spanish / Cómo desarrollar tu carrera profesional El objetivo de esta sesión es que los participantes aprendan a crear su propio camino en el desarrollo de su  carrera. Comprenderán la importancia de la auto-evaluación y exploración en el mundo del trabajo con el fin de tomar la decisión más efectiva en su carrera profesional.,Español 
ITEM-7007,Finding  Your Next Job Webinar - English Learn how employers look for candidates to plan your strategies.  Identify the basic tools and skills needed to be successful in your job search campaign,Ingles 
ITEM-71001,"Train the Trainer Participants will learn about the basics of the Design Thinking methodology, with the objective of assist in the facilitation of BDA’s Departmental Workshop and become champions of the methodology in BDA. 
At this time, we ask you the BDA Management team to reach out into their various groups and solicit a volunteer or two to be trained as a trainer.  The goal is to have 10-12 people trained, so one person for each of the ~10 areas (BDA FO; ACP FO, OCSU, & 4 units / sections; and the BGT FO & 2 areas) within BDA, and a couple of extra people trained.  While there isn't one specific profile for the type of participants, we know that participants who have the following characteristics would be good candidates for this training of the trainer:",Ingles 
ITEM-71002,"Efecto portafolio de la regulación de precios de medicamentos, el caso de Colombia Una presentación sobre cómo se ha presentado el efecto portafolio en Colombia tras 4 años de implementación de la política de regulación de precios de medicamentos",Español 
ITEM-72001,"AUG's First Tableau Training 2018 The purpose of this session is to get familiar with Tableau and, although everyone is welcome, it’s recommended for the colleagues who received the new licenses.",Ingles 
ITEM-72002,"MIF Collective Leadership Meeting To bring a core group of representative MIF staff together to begin a discussion on a vision for how the MIF is going to create sustainable success in the long term (beyond 2023), be a catalyst for innovation and development in LAC, and to make delivery of 2018 successful.",Ingles 
ITEM-73001,Modern Management for FMP Apartir de reflexiones de grupos los participantes se familiarizaran   sobre lo que significa ser lideres del futuro,Español 
ITEM-74001,2018 Women's Global Leadership Program Participación Carola Pessino 2018 Women's Global Leadership Program,Ingles 
ITEM-75001,"HR On-Boarding Program 2018 On-Boarding is the process of acclimating and welcoming New Hires into the IDB Group and providing them with the tools, resources, and knowledge to become successful and productive in the New organizational culture. It consists of 5 components: 1) HR Welcome Orientation, 2) Org. Unit Orientation, 3) Self-Orientation, 4) Institutional Seminar Orientation, and 5) On the job learning.",Ingles 
