Topic Modeling Id - New Index,Item ID,Title/Description,Idioma
408,ITEM-4005,Negotiation & Conflict Management Program Level  Negotiation & Conflict Management Level I Spanish SessionDescription:Every day we face situations that involve negotiation. The ability to use win-win negotiation skills becomes essential to influencing people and facilitating productive relationships which makes all the difference to professional success.Objectives:This -day workshop is exclusively designed for IDBG Staff. The main purpose of this training is for participants to gain negotiation skills to use in a professional and personal life in the context of our organization and also to acquire practical skills and a strategic framework to conduct negotiations with creativity and efficacy.Core Competencies:Collaboration Teamwork and Inclusion | Communication and influence | Client FocusEligibility and Requirements:IBD Staff in Technical Track (Grades  to ) IBD Invest Staff in Technical Track (Levels B C D E)  IDB and IDB Invest DTCs** A very strong business case explaining why this training is relevant and necessary to the nominee’s current work will be required since training for consultants is handle on an exceptional basis.Tuition Cost:Full tuition $ per participant.IDB Staff & YP: $ DTCs Research Fellows OVE MEC MIF EXD SRE APO Secondees TFA and IDB Invest: $,Ingles
409,ITEM-4006,Develop your Career Path Workshop Learn how to create your personal career development path.  Understand the importance of self-assessment and exploration of the world of work in order to make effective career decisions.,Ingles
410,ITEM-4008,CLIP Comprehensive Learning and Innovation Program The CLIP provides participants (HQ and COFs) with techniques that help them strengthen their core competencies and become more efficient and productive at their workplace. During the program participants go through a series of discussions role-plays and hands on activities.The Program is offered in a two-day format in Ashburn VA.Eligibility and Requirements:IDB Staff in Support TrackIBD Invest Staff in Business Support TrackIDB and IDB Invest DTCs** A very strong business case explaining why this training is relevant and necessary to the nominee’s current work will be required since training for consultants is handle on an exceptional basis.Tuition Cost:IDB Staff & YP: $DTCs Research Fellows OVE MEC MIF EXD SRE APO Secondees TFA and IDB Invest: $•	The tuition cost is charged to the Organizational Unit upon participant’s registration.	Transportation from and to HQ will be provided to participants.	HRD does not cover travel expenses for this program. Travel lodging and incidentals cost for COF staff must be covered by their Organizational Unit.	Maximum  participants per group.	Slots are filled on a first come first served basis.	Priority will be given to staff.,Ingles
411,ITEM-4009,"Closing ""Celebrations"" of  IDB Group Mentoring Program These sessions are offered for participants in the  IDB Group Mentoring Program as an opportunity for participants to reflect on accomplishments of the past six months and to thank mentors for their contributions. Awards will also be given at these sessions to Outstanding Mentors of .",Ingles
412,ITEM-4010,Living Our Values at Work (LOV) This one-day hands-on workshop enhances collaboration and teamwork and increases awareness of our institutional values as well as personal values and diversity. It will provide you with tools and resources to facilitate your continuous engagement with each other in a collaborative and respectful manner consistent with our IDBG core values. It is presented by the Human Resources Department the Office of Ethics and the Office of the Ombudsperson.,Ingles
413,ITEM-41003,PrintBID Training by Canon We are scheduling this training session on the new PrintBid Dashboard by Canon which will allow you access to your Department’s data on Canon printers print shop and mail room. In this  minute training we take a deep dive and explore all the self-service power that users have to review Fleet Management Department utilization.,Ingles
414,ITEM-44001,Training for the New KNL Platform Training for KNL corporate team regarding the new platform,Ingles
415,ITEM-46002,Monitoring of Technical Cooperation Operations This course will allow you to know the information you need to prepare the progress report of a technical cooperation operation financed with resources administered by the IDB. You will find five short lessons in which you will know from the characteristics of the technical cooperation operations to the components of the results matrix and some good practices that you can apply when you enter the progress of your operation in Convergence.,Ingles
416,ITEM-48001,Policies related to IDB Invest’s Financial Risk Management Announcement of new approved set of policies related to IDB Invest’s Financial Risk Management,Ingles
417,ITEM-49001,Ask the Experts - Completing and Submitting Annual Donor Reports in Convergence Are you or someone you are supporting responsible for submitting an annual donor report in Convergence? If so don’t miss this opportunity to receive support from ORP/GCM experts and to resolve any questions you may have related to the  donor reporting exercise. Coffee and cookies will be served!,Ingles
418,ITEM-50001,Acces to Jobs day: AI & machine learning To learn how technology can imporve job matching systems,Ingles
419,ITEM-5002,Performance Management and CareerPoint Performance management is an ongoing process of communicating and clarifying job responsibilities priorities and performance expectations. It helps to ensure mutual understanding between supervisor and employee and to promote a results-based culture.  It follows good management practice in which continual coaching feedback and communication are integral to success. The learning objectives for the course are: (i) Understand the Employee Performance Management process (ii) learn how to use the CareerPoint system for performance reviews and goal setting and (iii) use feedback to improve performance.,Ingles
420,ITEM-53001,Data Society’s online offering for analysts translates the in-personworkshops into comprehensive lea Data Society’s online offering for analysts translates the in-person workshops into comprehensive learning modules that students can take at their own pace. Students can watch instructional videos complete practical exercises take assessments to earn a certificate and build a porbolio of data science projects. The program uses only real world data sets and incorporates data cleaning in every module in order to give students a real world experience of executing a data science project orbuilding a predictive model from end-to-end. Students learn not only the theory behind the methods they also learn how the algorithms work why they work and in which situations to apply them.,Ingles
421,ITEM-54001,VPC Strategy Workshop To take stock on Accomplishments of  and extract Lessons Learned,Ingles
422,ITEM-55001,Living our Values at Work  (LOV) The Living Our Values at Work program is designed to foster a respectful and inclusive work environment. This interactive workshop will encourage teamwork and inclusion and provide participants with concrete tips on working with respect speaking up and managing conflict.,Ingles
423,ITEM-56001,Introduction to ezShare In this course you will understand the basic concepts and benefits of ezShare the new IDB Group Document Repository its collaboration features and working tools.,Ingles
424,ITEM-57001,ezShare: Step by Step In this course you will find the detail explanation of the main processes in ezShare such as: How to upload check in check out see version history send delete search and finalize documents.,Ingles
425,ITEM-57003,Lead the way: Improving contract award registration At the end of this training you will be able to:-Explain the importance of the contract information that is registered in the Procurement Information System (PRISM).-Apply the different procedures available in the Procurement Information System (PRISM).,Ingles
426,ITEM-57005,"Investment Loan Contract for Sovereign Guaranteed Operations This course was designed for external audiences and it is available on Moodle. To register and access its content and resources please use the following link:https://cursos.iadb.org/en/indes/contrato-prestamo-inversion-operaciones-garantia-soberana-financiadasThe course: ""Investment Loan Contract for Sovereign Guaranteed Operations Chargeable to the Ordinary Capital Resources"" includes  modules: Contract overview financial aspects of the loan operational characteristics of the project and applicable provisions common to all projects.",Ingles
427,ITEM-60001,Comprehensive Learning and Innovation Program (CLIP) Skills for Success for COF Spanish Recommended for advanced CLIP alumni the Skills for Success will guide participants through a highly interactive program designed to strengthen skills to communicate with diplomacy and tact build consensus and build team member engagement. The Program powers participants to move out of their comfort zone as they reach for and attain ambitious goals. For COFs the Program is offered in Spanish and English via video conference in the following six half-day modules. •	The tuition cost is charged to the Organizational Unit upon participant’s registration.	Transportation from and to HQ will be provided to participants.	HRD does not cover travel expenses for this program. Travel lodging and incidentals cost for COF staff must be covered by their Organizational Unit.	Maximum  participants per group.	Slots are filled on a first come first served basis.	Priority will be given to staff,Ingles
428,ITEM-60002,Blockchain in Public Procurement The Case of the General Service Administration (GSA) with Jose Arrieta,Ingles
429,ITEM-6001,CLIP Skills for Success - Comprehensive Learning and Innovation Program The Skills for Success will guide participants through a highly interactive program designed to strengthen skills to communicate with diplomacy and tact build consensus and build team member engagement. The Program powers participants to move out of their comfort zone as they reach for and attain ambitious goals.Build greater self-confidenceStrengthen people skillsEnhance communication skillsReduce stress and improve our attitude	Collaboration teamwork and inclusion.	Communication and influence.	Innovation and creativity.Eligibility and Requirements:IDB Staff in Support TrackIBD Invest Staff in Business Support TrackIDB and IDB Invest DTCs** A very strong business case explaining why this training is relevant and necessary to the nominee’s current work will be required since training for consultants is handle on an exceptional basis.Tuition Cost:IDB Staff & YP: $DTCs Research Fellows OVE MEC MIF EXD SRE APO Secondees TFA and IDB Invest: $•	The tuition cost is charged to the Organizational Unit upon participant’s registration.	Transportation from and to HQ will be provided to participants.	HRD does not cover travel expenses for this program. Travel lodging and incidentals cost for COF staff must be covered by their Organizational Unit.	Maximum  participants per group.	Slots are filled on a first come first served basis.	Priority will be given to staff.,Ingles
430,ITEM-61001,Future of Power Systems: Renewable Base Load and System Flexibility ,Ingles
431,ITEM-62001,Diversity Cafe Learn what diversity in the workplace is and how to build an inclusive environment; develop your cultural competence and understand diversity related conflict.,Ingles
432,ITEM-62002,Harvard ManageMentor - Diversity Learn what diversity in the workplace is and how to build an inclusive environment; develop your cultural competence and understand diversity related conflict.,Ingles
433,ITEM-64001,TR Finance Leadership - Program ,Ingles
434,ITEM-65001,Finance Women Leadership Program ,Ingles
435,ITEM-66001,Notification Test - Do Not Use ,Ingles
436,ITEM-68001,BBL: Digital Identity featuring Mariana Dahan of the World Identity Network The Context:•	Extensive use of mobile devices in the developing world combined with the proliferation of low-cost biometrics offer ubiquitous and simple means for capturing personal ID that can reach far more people as well as and new more efficient ways for government and business to reach and serve the populations who lack a digital ID.•	Advances in distributed secure networks plus the emergence of artificial intelligence (AI) are creating new models for conceptualizing and designing ID systems. Distributed ledger technologies (DLT) and solutions such as Blockchain are the next frontier for identity access and management.   •	Market consolidation of established players and emergence of new and innovative start-ups and alliances/consortia in the DLT and blockchain space are contributing to growing a $ B+ ecosystem by .The Challenges:•	Lack of global awareness and understanding of digital identification systems of challenges and approaches needed to solve the complex issues at hand.•	The fast evolving Blockchain and DLT ecosystem is still an unchartered territory with a myriad of players that are heterogeneous in their conceptual approach and quality of delivery on the ground.•	Even when there is vision and willingness to implement a comprehensive ID solution at national or regional scale resources are scarce and there is little understanding of various funding mechanisms available.,Ingles
437,ITEM-68002,TEDx INCAE Costa Rica Exchanging knowledge and personal experiences at TEDx INCAE Costa Rica. During this one day event all speakers would have the opportunity to share their experiences and best practices of some business truth. This year as part of IDB’s % Committed to Gender Equality Campaign three IDB officials would participate at TEDx INCAE Costa Rica to “Braking Paradigms” edition by sharing their personal experience and learning from other exponents how to overcome challenges and find new opportunities.,Ingles
438,ITEM-68006,Data Science Academy Online Training Data Society’s online offering for leaders translates the in-person workshops into comprehensive learning modules that students can take at their own pace. Students can watch instructional videos complete quizzes for reinforcement and map out data science strategies to solve problems in a data-driven way and manage data projects successfully. The program uses only real-world case studies of managing a data science project or building the best data-driven strategy on a company-wide scale.,Ingles
439,ITEM-69001,Selection / Contracting of Firms for Bank-Executed Operational Work (BEO): Basic Course At the end of this course the participant will be able to: (i) Describe what is procurement and explain why it is a strategic function that contributes to the Bank’s agenda; (ii) Explain the Pre-conditions to initiate a procurement process; (iii) Explain how the Bank does procurement; (iv) Explain the scope and list some highlights of Policy GN--;  (v) Describe the governance and the roles and responsibilities of those involved in the selection and contracting of consulting firms; (vi) Compare the three methods indicated in the policy to select Consulting Firms; and (vii) Decide when to use a Lump Sum Contract or a Framework Agreement among other subjects.,Ingles
440,ITEM-70001,Selection / Contracting of Firms for Bank-Executed Work (BEO): Project Team Leaders The Selection and Contracting of Consulting Firms for Bank Executed Operational Work (BEO) is based on a descentralized structure where Hiring Units throughout the Bank conduct their respective selection and contracting processes and are responsible for drafting awarding and supervising the ensuing contracts. This process is led by the Project Team Leader (PTL). At the end of course PTLs will have gained knowledge on: (i) how to deal with protests; (ii) when to go to OCSU Office of Institutional Integrity (OII) Office of Ethics Office of Risk Management (RMG); (iii) what to include in the contracts; and (iv) how to mitigate risks among other issues.,Ingles
441,ITEM-70003,Mango Languages Mango is a fun-infused way to learn a new language through conversations and films. It is organized practical and totally painless. And the most important part? It actually works. You can learn to speak a new language and meet new cultures through cool experiences like overhearing a conversation between native speakers watching a suspense-ridden action flick or learning how to order food in another language.TUITION COST:IDB Staff and DTCs: FreeIDB Invest: Free up to  licenses and $ per each additional license.Important: For DTCs a very strong business case explaining why this training is relevant and necessary to the nominee’s current work will be required. Click on the title (Mango Languages) for further information.,Ingles
442,ITEM-7001,A Cutting Edge of Development Thinking Failed states like Somalia. Stagnant middle-income Latin American countries. Emerging African economies.These (and many other parts of the world) are stark examples of a single truth: The world of development practice has become increasingly complex as practitioners are forced to explain extreme differences in growth patterns and possibilities.At the same time growth itself has become an inadequate goal to many—acceptable only if it is both sustainable and inclusive. Development paradigms are constantly shifting. And while these models try to make sense of this evolving landscape most never seem to generate solutions for the pressing challenges of today.,Ingles
443,ITEM-7002,Digital Transformation in Government: Innovating Public Policy & Service The digital tools available to large organizations today are often inferior and harder to use than those available over the web at home. Besides damaging citizens’ confidence in government this reality can also be demoralizing to employees who feel hamstrung and unproductive.This is just one of the numerous challenges public agencies confront in a society and economy undergoing a digital transformation. Our new digital era requires a fundamental shift in mindsets and a change in how we live and think.Since technology is essential to the functioning of government agencies they must adapt to this evolving environment. That means moving away from conceptual frameworks organizational models and programs developed decades ago. Instead they must focus on understanding how digital technology can enhance their operational and policy work. Doing so can lead to success while failing to do so can lead to debacles like healthcare.gov.,Ingles
444,ITEM-7003,Infrastructure in a Market Economy: Public-Private Partnerships in a Changing World When it comes to providing citizens with essential infrastructure leaders are no longer limited to choosing public versus private sector solutions. Indeed the trend has been developing new public-private partnership models that successfully combine the relative strengths of both sectors while avoiding the mistakes of the past. Yet what issues and challenges does this approach produce?Infrastructure in a Market Economy will help senior decision-makers like you address critical questions about public-private partnerships in infrastructure. The executive education program will show how collaboration between the two sectors can lead to successful outcomes. Bringing together senior-level officials from the public corporate and nonprofit sectors this intensive two-week program examines lessons learned and best practices from public-private infrastructure development projects around the world.,Ingles
445,ITEM-7005,Develop Your Career Path Webinar - English Learn how to create your personal career development path.  Understand the importance of self-assessment and exploration of the world of work in order to make effective career decisions.,Ingles
446,ITEM-7007,Finding  Your Next Job Webinar - English Learn how employers look for candidates to plan your strategies.  Identify the basic tools and skills needed to be successful in your job search campaign,Ingles
447,ITEM-71001,Train the Trainer Participants will learn about the basics of the Design Thinking methodology with the objective of assist in the facilitation of BDA’s Departmental Workshop and become champions of the methodology in BDA.At this time we ask you the BDA Management team to reach out into their various groups and solicit a volunteer or two to be trained as a trainer.  The goal is to have - people trained so one person for each of the ~ areas (BDA FO; ACP FO OCSU &  units / sections; and the BGT FO &  areas) within BDA and a couple of extra people trained.  While there isn't one specific profile for the type of participants we know that participants who have the following characteristics would be good candidates for this training of the trainer:,Ingles
448,ITEM-72001,AUG's First Tableau Training  The purpose of this session is to get familiar with Tableau and although everyone is welcome it’s recommended for the colleagues who received the new licenses.,Ingles
449,ITEM-72002,MIF Collective Leadership Meeting To bring a core group of representative MIF staff together to begin a discussion on a vision for how the MIF is going to create sustainable success in the long term (beyond ) be a catalyst for innovation and development in LAC and to make delivery of  successful.,Ingles
450,ITEM-74001, Women's Global Leadership Program Participación Carola Pessino  Women's Global Leadership Program,Ingles
451,ITEM-75001,HR On-Boarding Program  On-Boarding is the process of acclimating and welcoming New Hires into the IDB Group and providing them with the tools resources and knowledge to become successful and productive in the New organizational culture. It consists of  components: ) HR Welcome Orientation ) Org. Unit Orientation ) Self-Orientation ) Institutional Seminar Orientation and ) On the job learning.,Ingles
452,ITEM-75002,Digital & Alternative Credentials Workshop Expand the knowledge of the potential impact of adopting digital credentials around the world and particularly in LAC,Ingles
453,ITEM-76002,Public-Private Partnerships and Concessions: Design Implementation and Challenges The overall global experience with PPPs has had mixed reviews suggesting that it is the time to take stock and answer the following essential questions: Under what conditions are PPPs preferable when compared to traditional public investment projects or to privatization? And when a government decides to use a PPP how should the contract be designed and what should be the institutional framework for PPPs?We will address these issues in this course. During the process of answering these questions we will make use of a diverse range of concepts and knowledge in economics including decision-making under uncertainty public finance contract theory agency theory and political economy. We will study specific experiences related to PPPs with focus on Latin American and Caribbean cases.,Ingles
454,ITEM-77001,Climate Advisory Planning Workshop ,Ingles
455,ITEM-77002,INT Knowledge Day  Integration and Trade Sector  Workshop,Ingles
456,ITEM-78002,Orientation Seminar for IDB Invest's New Employees ,Ingles
457,ITEM-79003,Selection / Contracting of Firms for Bank-Executed Work (BEO): Certification Training Policy GN-- for the Selection and Contracting of Consulting Firms for Bank-Executed Operational Work contemplates the certification of Bank Staff and DTC consultants by OCSU in the interpretation and application of the Policy and its Operational Guidelines (OP--) and the use of the Portal. This course prepares participants for the exam. Once the exam has been passed and approved by OCSUCertified Staff will be able to: (i) Advise the PTL at different stages of the selection and contracting process; (ii) Provide clearances as required; (iii) Understand the applicability of the Policy and its Operational Guidelines. ,Ingles
458,ITEM-80001,How to give and receive feedback Session on how to give and receive feedback,Ingles
459,ITEM-8001,Create Your Ultimate Resume Webinar- English The objective of the session is to learn what to write how to present it and how to target your written job search tools for your specific goals.  Sample resumes will be shared.,Ingles
460,ITEM-8003,Interviewing Essentials - Webinar - English The objective of the session is for participants to learn how to prepare for interviews different styles typical questions and responses as well as what questions to ask in an interview and how candidates are evaluated.,Ingles
461,ITEM-8005,Finding Your Next Job - Workshop Learn how employers look for candidates to plan your strategies.  Identify the basic tools and skills needed to be successful in your job search campaign.,Ingles
462,ITEM-83001,Scholas JAM ,Ingles
463,ITEM-89002,Shattering Conventions Three IDB executives participated in TEDx INCAE  - “Braking Paradigms”. They will be sharing their stories in an internal event as part of the “% Committed to Gender Equality” campaign.,Ingles
464,ITEM-90001,Fund Eligibility for Technical Cooperation in Convergence Participating in this course allows you to understand the process of eligibility for funds to technical cooperation CTNR. You can also prepare an abstract begin the process of identification of funds and monitoring of the funding process.,Ingles
465,ITEM-90004,Exponential Technologies Foundations Series This online course is offered by Singularity University over nine weeks we’ll take you and a cohort of likeminded leaders to the future and back where you’ll learn how to think exponentially and develop the skills that will put you on a path towards building an abundant future. In the series you will explore the ethical choices required by emerging technologies work to conceptualize the future and overcome uncertainty and learn to design for the future to improve your life and the lives of billions by leveraging exponential technology.,Ingles
466,ITEM-9001,IT Security Awareness By completing this course the participants will:-Increase the use of IT (Information Technology) security practices;-Identify the phishing risk in incoming emails and act following the security recommendations;-Apply security measures that should be followed to be safe from internet threats when on mission;-Make use of the procedures we should follow in order to keep our information safe on the web storage services;-Utilize recommended security behaviors to protect yourself from cybercrimes such as identity and information theft.,Ingles
467,ITEM-93001,New PCR Guidelines Workshop on PCR new guidelines for VPS VPC focal points and team leaders.,Ingles
468,ITEM-95001,Infolinks  - English The Infolinks course will show you how to prepare create and publish announcements on behalf of your Department. This course includes instructions videos readings and a test.,Ingles
469,ITEM-95002,Compliance with Bank Regulations: Presentation for Supervisors Overview of newly approved Staff Rule Compliance with Bank Regulations.,Ingles
470,ITEM-96001,Onboarding IDB Invest - Ethics Session ,Ingles
471,ITEM-96002,Onboarding IDB Invest - HRD Session ,Ingles
472,ITEM-96003,Rosetta Stone Catalyst Rosetta Stone Catalyst is a self-paced language-learning software solution that combines business-focused and casual activities to provide users with multiple language-based use cases. For example do you need help entertain executives who will be traveling in from Brazil? Catalyst is designed to instruct you on how to use common social phrases that you might hear at an authentic Portuguese restaurant.Catalyst has a language proficiency assessment tool that places you in the correct program based on your pre-test and assessment answers. Once you’ve completed your registration and taken the pre-tests you’ll be placed into one of three programs:•	Foundations (Beginners)•	Advantage (Intermediate to Advanced)•	Advanced English for Business (Advanced English Only)TUITION COST:IDB Staff and DTCs in COF: FreeIDB Invest Staff and DTCs in COF: $ per license.IMPORTANT:For DTCs a very strong business case explaining why this training is relevant and necessary to the nominee’s current work will be required. Click on the title (Rosetta Stone Catalyst) for further information.,Ingles
473,ITEM-98001,Rural Electrification In the context of the IDB's commitment to promote access to clean accesible and affordable energy it is critical to strengthen ENE staff's knowledge about decentralized clean energy access technologies and business models in LAC.  This workshop will help participants strengthen their skills to identify technology options based on renewable energy for rural electrification provide an opportunity to discuss how public policies and regulations can facilitate rural electrification and to reflect on the aspects involved in the process planning-commissioning of electrification projects.,Ingles
474,ITEM-99002, BDA Departmental Workshop  BDA Departmental Workshop - Design Thinking,Ingles
